node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,dewpoint_mean,dewpoint_max,dewpoint_min,humidity_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,shortwave_radiation_sum,cloud_cover_mean,wet_flag,severity,delta_local,eligible,pavement_temp,icy_base,prev_icy_base,strong_thaw,icy_persist,icy_label,partial_thaw,thaw_fraction,black_ice_risk
0,2026-01-21 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,11.641,2.2410002,6.7118344,-3.49018,1.8444641,-9.074834,50.875,0.0,0.0,0.0,22.608458,14.28,13.291667,0,0,0.3,0,-0.05899979999999977,0,0,1,0,0,0,0.0,0
0,2026-01-22 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,13.391,-3.2089999,5.0014167,-5.8495183,-0.8193148,-9.398982,47.166668,0.0,0.0,0.0,22.101183,13.33,42.75,0,1,0.3,0,-5.5089999,0,0,0,0,0,1,0.5,0
0,2026-01-23 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,7.591,-8.809,-0.025666634,-10.573497,-2.3254495,-18.604858,45.916668,0.3,0.0,0.21000001,34.54687,7.24,75.583336,1,2,0.3,0,-11.109,0,0,0,0,0,1,0.5,0
0,2026-01-24 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,-8.859,-13.559,-12.267335,-14.698971,-10.921332,-15.973978,82.083336,9.900001,3.1999998,4.69,25.071096,4.09,99.791664,1,3,0.3,1,-15.859,1,0,0,0,1,0,1.0,0
0,2026-01-25 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,-9.809,-14.759001,-12.642333,-15.739369,-13.842144,-17.148005,77.875,8.5,2.7,4.0600004,22.35481,11.26,83.0,1,3,0.3,1,-17.059001,1,1,0,1,1,0,1.0,0
0,2026-01-26 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,-3.059,-13.009001,-8.704835,-14.409443,-10.83618,-17.207113,64.291664,0.0,0.0,0.0,17.873556,15.29,35.541668,0,1,0.3,0,-15.309001,0,1,0,1,1,0,1.0,0
0,2026-01-27 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,3.2910001,-8.959001,-3.3735826,-8.831903,-4.3398733,-14.300833,66.916664,0.0,0.0,0.0,20.018072,14.05,40.041668,0,2,0.3,0,-11.259001000000001,0,0,0,0,0,1,0.5,0
0,2026-01-28 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,8.040999,-8.059,-0.51941663,-6.508297,-3.787137,-9.119964,67.25,0.0,0.0,0.0,20.730501,14.9,23.125,0,2,0.3,0,-10.359,0,0,0,0,0,1,0.5,0
0,2026-01-29 04:00:00+00:00,3,"[1, 2, 9]",35.4625866,-97.4806988,5.3910003,-2.659,2.3243337,-4.5969872,-2.5685098,-7.330333,60.75,0.0,0.0,0.0,28.66468,14.29,20.416666,0,1,0.3,0,-4.959,0,0,0,0,0,1,0.5,0
1,2026-01-21 04:00:00+00:00,5,"[0, 66, 9, 22, 90]",35.46355283044401,-97.47610092901624,11.402,1.702,6.549916,-3.5968482,1.5426518,-9.108737,51.25,0.0,0.0,0.0,23.188583,14.28,7.3333335,0,0,0.6,0,-0.898,0,0,1,0,0,0,0.0,0
