node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,dewpoint_mean,dewpoint_max,dewpoint_min,humidity_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,shortwave_radiation_sum,cloud_cover_mean,wet_flag,severity,delta_local,eligible,pavement_temp,icy_base,prev_icy_base,strong_thaw,icy_persist,icy_label,partial_thaw,thaw_fraction,black_ice_risk
0,2026-01-21 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,10.609,1.0090001,4.6944165,1.1797025,8.534443,-7.1378064,79.458336,7.5000005,7.5000005,0.0,9.779817,2.43,57.916668,1,3,0.6,1,-1.5909999,1,0,1,0,1,0,0.0,0
0,2026-01-22 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,10.159,-0.291,4.7590003,-0.07298007,3.8159423,-2.6744118,74.125,0.0,0.0,0.0,17.551615,13.73,61.458332,0,2,0.6,1,-2.891,0,1,1,0,0,0,0.0,0
0,2026-01-23 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,5.759,-3.5410001,2.769416,-7.2141213,-0.9623554,-14.620004,48.25,0.0,0.0,0.0,27.238943,7.7,88.75,0,1,0.6,0,-6.141000099999999,0,0,0,0,0,1,0.5,0
0,2026-01-24 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,-4.3910003,-11.740999,-9.665999,-12.082417,-10.019462,-13.609466,82.875,32.800003,9.600001,16.239998,23.199759,3.72,99.958336,1,3,0.6,1,-14.340999,1,0,0,0,1,0,1.0,0
0,2026-01-25 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,-5.1410003,-9.941,-8.174333,-11.222247,-9.944612,-12.416815,79.208336,21.1,6.5999994,10.15,18.278645,8.18,77.708336,1,3,0.6,1,-12.541,1,1,0,1,1,0,1.0,0
0,2026-01-26 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,-2.4910002,-12.040999,-6.9785,-14.067107,-12.081691,-18.038576,57.625,0.0,0.0,0.0,14.458382,15.12,25.958334,0,1,0.6,0,-14.640998999999999,0,1,0,1,1,0,1.0,0
0,2026-01-27 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,4.009,-9.591,-2.5035002,-8.61126,-5.643134,-14.99117,64.916664,0.0,0.0,0.0,17.566378,13.45,55.166668,0,2,0.6,1,-12.190999999999999,0,0,0,0,0,1,0.5,0
0,2026-01-28 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,4.1089997,-5.3910003,-0.97433347,-7.856743,-5.8852673,-10.086847,61.583332,0.0,0.0,0.0,10.931203,13.54,46.583332,0,1,0.6,0,-7.9910003,0,0,0,0,0,1,0.5,0
0,2026-01-29 04:00:00+00:00,22,"[65, 68, 36, 7, 104, 74, 75, 48, 82, 86, 30, 22, 91, 28, 62]",34.73629867896186,-92.27047913577852,5.559,-5.491,-0.72641677,-5.8295226,-1.2660502,-10.465123,68.666664,0.0,0.0,0.0,13.584932,15.14,28.75,0,1,0.6,0,-8.091,0,0,0,0,0,1,0.5,0
1,2026-01-21 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,10.7195,1.8695,5.2569995,1.5686102,8.716271,-7.4662886,78.583336,5.8,5.8,0.0,9.885262,2.25,52.5,1,2,0.3,0,-0.43050000000000005,0,0,1,0,0,0,0.0,0
1,2026-01-22 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,10.3195,-0.2305,4.827833,-0.25970283,3.283005,-2.7358954,72.291664,0.0,0.0,0.0,17.551615,14.09,52.041668,0,1,0.3,0,-2.5305,0,0,1,0,0,0,0.0,0
1,2026-01-23 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,5.8694997,-3.2805,2.882,-6.7179513,-0.8577471,-13.813837,49.75,0.0,0.0,0.0,26.987997,7.06,92.541664,0,1,0.3,0,-5.5805,0,0,0,0,0,1,0.5,0
1,2026-01-24 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,-4.1805,-11.7305,-9.651334,-11.897908,-9.37422,-13.456971,83.958336,34.300003,10.100001,16.94,25.741888,3.88,96.666664,1,3,0.3,1,-14.0305,1,0,0,0,1,0,1.0,0
1,2026-01-25 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,-5.2805004,-10.0305,-8.213834,-11.157186,-9.896096,-12.529482,80.0,20.300001,6.7,9.52,19.161337,8.65,80.875,1,3,0.3,1,-12.3305,1,1,0,1,1,0,1.0,0
1,2026-01-26 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,-2.3805,-11.4805,-6.784666,-14.02559,-11.792712,-17.31359,56.916668,0.0,0.0,0.0,17.935081,15.32,22.166666,0,1,0.3,0,-13.7805,0,1,0,1,1,0,1.0,0
1,2026-01-27 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,4.0695,-10.080501,-2.7263334,-9.053713,-5.9070096,-15.745951,63.791668,0.0,0.0,0.0,19.35314,13.98,56.166668,0,2,0.3,0,-12.380501,0,0,0,0,0,1,0.5,0
1,2026-01-28 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,4.5195,-5.5305004,-0.12841657,-7.6369433,-5.09809,-10.496729,58.875,0.0,0.0,0.0,12.074766,13.93,43.625,0,1,0.3,0,-7.8305004,0,0,0,0,0,1,0.5,0
1,2026-01-29 04:00:00+00:00,3,"[2, 92, 14]",34.74507989799523,-92.33518376052751,5.8195,-5.0805,0.067416735,-5.440539,-0.6054264,-10.795854,66.958336,0.0,0.0,0.0,18.391737,15.13,34.958332,0,1,0.3,0,-7.3805,0,0,0,0,0,1,0.5,0
2,2026-01-21 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,10.6154995,1.7655001,5.1530004,1.4676768,8.613421,-7.562513,78.583336,5.8,5.8,0.0,9.885262,2.25,52.5,1,2,0.3,0,-0.5344999000000001,0,0,1,0,0,0,0.0,0
2,2026-01-22 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,10.2155,-0.3345,4.723833,-0.35954013,3.1792467,-2.837593,72.291664,0.0,0.0,0.0,17.551615,14.09,52.041668,0,1,0.3,0,-2.6345,0,0,1,0,0,0,0.0,0
2,2026-01-23 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,5.7655,-3.3845,2.7779999,-6.813986,-0.95620203,-13.9089,49.75,0.0,0.0,0.0,26.987997,7.06,92.541664,0,1,0.3,0,-5.6845,0,0,0,0,0,1,0.5,0
2,2026-01-24 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,-4.2844996,-11.8345,-9.755334,-11.999924,-9.475563,-13.559424,83.958336,34.300003,10.100001,16.94,25.741888,3.88,96.666664,1,3,0.3,1,-14.134500000000001,1,0,0,0,1,0,1.0,0
2,2026-01-25 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,-5.3845,-10.1345005,-8.317834,-11.258607,-9.9960985,-12.628023,80.0,20.300001,6.7,9.52,19.161337,8.65,80.875,1,3,0.3,1,-12.4345005,1,1,0,1,1,0,1.0,0
2,2026-01-26 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,-2.4845002,-11.5845,-6.888666,-14.123333,-11.889502,-17.412416,56.916668,0.0,0.0,0.0,17.935081,15.32,22.166666,0,1,0.3,0,-13.884500000000001,0,1,0,1,1,0,1.0,0
2,2026-01-27 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,3.9655,-10.184501,-2.830334,-9.152375,-6.006944,-15.844745,63.791668,0.0,0.0,0.0,19.35314,13.98,56.166668,0,2,0.3,0,-12.484501,0,0,0,0,0,1,0.5,0
2,2026-01-28 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,4.4155,-5.6345,-0.23241653,-7.7346654,-5.200221,-10.588907,58.875,0.0,0.0,0.0,12.074766,13.93,43.625,0,1,0.3,0,-7.9345,0,0,0,0,0,1,0.5,0
2,2026-01-29 04:00:00+00:00,3,"[3, 1, 11]",34.74451129999999,-92.3217357,5.7155004,-5.1844997,-0.03658333,-5.5398927,-0.7062217,-10.894174,66.958336,0.0,0.0,0.0,18.391737,15.13,34.958332,0,1,0.3,0,-7.4844997,0,0,0,0,0,1,0.5,0
3,2026-01-21 04:00:00+00:00,4,"[2, 11, 4]",34.744092009036976,-92.31087699835832,10.687,1.837,5.2244997,1.5370687,8.684132,-7.4963584,78.583336,5.8,5.8,0.0,9.885262,2.25,52.5,1,2,0.6,1,-0.763,1,0,1,0,1,0,0.0,0
